i,qa,qs,qn,x,n,expected_rho,subset_qa_qs_qn_x_n,replicate_id,successes,observed_rho
595,0.5611,0.1893,0.2496,0.45070000000000005,3227,0.6464,S595_0.5611_0.1893_0.2496_0.4507_3227,R5,2071,0.6418
596,0.235,0.4126,0.3524,0.0872,4014,0.271,S596_0.235_0.4126_0.3524_0.0872_4014,R1,1080,0.2691
596,0.235,0.4126,0.3524,0.0872,4014,0.271,S596_0.235_0.4126_0.3524_0.0872_4014,R2,1081,0.2693
596,0.235,0.4126,0.3524,0.0872,4014,0.271,S596_0.235_0.4126_0.3524_0.0872_4014,R3,1074,0.2676
596,0.235,0.4126,0.3524,0.0872,4014,0.271,S596_0.235_0.4126_0.3524_0.0872_4014,R4,1058,0.2636
596,0.235,0.4126,0.3524,0.0872,4014,0.271,S596_0.235_0.4126_0.3524_0.0872_4014,R5,1064,0.2651
597,0.1421,0.3228,0.5351,0.5001,2374,0.3035,S597_0.1421_0.3228_0.5351_0.5001_2374,R1,690,0.2906
597,0.1421,0.3228,0.5351,0.5001,2374,0.3035,S597_0.1421_0.3228_0.5351_0.5001_2374,R2,708,0.2982
597,0.1421,0.3228,0.5351,0.5001,2374,0.3035,S597_0.1421_0.3228_0.5351_0.5001_2374,R3,713,0.3003
597,0.1421,0.3228,0.5351,0.5001,2374,0.3035,S597_0.1421_0.3228_0.5351_0.5001_2374,R4,709,0.2987
597,0.1421,0.3228,0.5351,0.5001,2374,0.3035,S597_0.1421_0.3228_0.5351_0.5001_2374,R5,716,0.3016
598,0.3188,0.3713,0.3099,0.9992000000000001,8023,0.6898,S598_0.3188_0.3713_0.3099_0.9992_8023,R1,5465,0.6812
598,0.3188,0.3713,0.3099,0.9992000000000001,8023,0.6898,S598_0.3188_0.3713_0.3099_0.9992_8023,R2,5464,0.681
598,0.3188,0.3713,0.3099,0.9992000000000001,8023,0.6898,S598_0.3188_0.3713_0.3099_0.9992_8023,R3,5465,0.6812
598,0.3188,0.3713,0.3099,0.9992000000000001,8023,0.6898,S598_0.3188_0.3713_0.3099_0.9992_8023,R4,5465,0.6812
598,0.3188,0.3713,0.3099,0.9992000000000001,8023,0.6898,S598_0.3188_0.3713_0.3099_0.9992_8023,R5,5463,0.6809
599,0.3209,0.0151,0.664,0.19940000000000002,9132,0.3239,S599_0.3209_0.0151_0.664_0.1994_9132,R1,3019,0.3306
599,0.3209,0.0151,0.664,0.19940000000000002,9132,0.3239,S599_0.3209_0.0151_0.664_0.1994_9132,R2,3021,0.3308
599,0.3209,0.0151,0.664,0.19940000000000002,9132,0.3239,S599_0.3209_0.0151_0.664_0.1994_9132,R3,3021,0.3308
599,0.3209,0.0151,0.664,0.19940000000000002,9132,0.3239,S599_0.3209_0.0151_0.664_0.1994_9132,R4,3017,0.3304
599,0.3209,0.0151,0.664,0.19940000000000002,9132,0.3239,S599_0.3209_0.0151_0.664_0.1994_9132,R5,3019,0.3306
600,0.1054,0.8401,0.0545,0.9036000000000001,5758,0.8645,S600_0.1054_0.8401_0.0545_0.9036_5758,R1,4971,0.8633
600,0.1054,0.8401,0.0545,0.9036000000000001,5758,0.8645,S600_0.1054_0.8401_0.0545_0.9036_5758,R2,4954,0.8604
600,0.1054,0.8401,0.0545,0.9036000000000001,5758,0.8645,S600_0.1054_0.8401_0.0545_0.9036_5758,R3,4953,0.8602
600,0.1054,0.8401,0.0545,0.9036000000000001,5758,0.8645,S600_0.1054_0.8401_0.0545_0.9036_5758,R4,5000,0.8684
600,0.1054,0.8401,0.0545,0.9036000000000001,5758,0.8645,S600_0.1054_0.8401_0.0545_0.9036_5758,R5,4990,0.8666
601,0.5218,0.2246,0.2536,0.1109,7982,0.5467,S601_0.5218_0.2246_0.2536_0.1109_7982,R1,4416,0.5532
601,0.5218,0.2246,0.2536,0.1109,7982,0.5467,S601_0.5218_0.2246_0.2536_0.1109_7982,R2,4413,0.5529
601,0.5218,0.2246,0.2536,0.1109,7982,0.5467,S601_0.5218_0.2246_0.2536_0.1109_7982,R3,4422,0.554
601,0.5218,0.2246,0.2536,0.1109,7982,0.5467,S601_0.5218_0.2246_0.2536_0.1109_7982,R4,4411,0.5526
601,0.5218,0.2246,0.2536,0.1109,7982,0.5467,S601_0.5218_0.2246_0.2536_0.1109_7982,R5,4406,0.552
602,0.4528,0.2521,0.2952,0.606,6295,0.6056,S602_0.4528_0.2521_0.2952_0.606_6295,R1,3783,0.601
602,0.4528,0.2521,0.2952,0.606,6295,0.6056,S602_0.4528_0.2521_0.2952_0.606_6295,R2,3796,0.603
602,0.4528,0.2521,0.2952,0.606,6295,0.6056,S602_0.4528_0.2521_0.2952_0.606_6295,R3,3773,0.5994
602,0.4528,0.2521,0.2952,0.606,6295,0.6056,S602_0.4528_0.2521_0.2952_0.606_6295,R4,3808,0.6049
602,0.4528,0.2521,0.2952,0.606,6295,0.6056,S602_0.4528_0.2521_0.2952_0.606_6295,R5,3796,0.603
603,0.2339,0.0725,0.6937,0.32530000000000003,9375,0.2575,S603_0.2339_0.0725_0.6937_0.3253_9375,R1,2432,0.2594
603,0.2339,0.0725,0.6937,0.32530000000000003,9375,0.2575,S603_0.2339_0.0725_0.6937_0.3253_9375,R2,2430,0.2592
603,0.2339,0.0725,0.6937,0.32530000000000003,9375,0.2575,S603_0.2339_0.0725_0.6937_0.3253_9375,R3,2423,0.2585
603,0.2339,0.0725,0.6937,0.32530000000000003,9375,0.2575,S603_0.2339_0.0725_0.6937_0.3253_9375,R4,2431,0.2593
603,0.2339,0.0725,0.6937,0.32530000000000003,9375,0.2575,S603_0.2339_0.0725_0.6937_0.3253_9375,R5,2435,0.2597
604,0.6456,0.0015,0.3529,0.8613000000000001,2703,0.6469,S604_0.6456_0.0015_0.3529_0.8613_2703,R1,1762,0.6519
604,0.6456,0.0015,0.3529,0.8613000000000001,2703,0.6469,S604_0.6456_0.0015_0.3529_0.8613_2703,R2,1760,0.6511
604,0.6456,0.0015,0.3529,0.8613000000000001,2703,0.6469,S604_0.6456_0.0015_0.3529_0.8613_2703,R3,1762,0.6519
604,0.6456,0.0015,0.3529,0.8613000000000001,2703,0.6469,S604_0.6456_0.0015_0.3529_0.8613_2703,R4,1763,0.6522
604,0.6456,0.0015,0.3529,0.8613000000000001,2703,0.6469,S604_0.6456_0.0015_0.3529_0.8613_2703,R5,1763,0.6522
605,0.3262,0.3404,0.3334,0.2412,3410,0.4083,S605_0.3262_0.3404_0.3334_0.2412_3410,R1,1354,0.3971
605,0.3262,0.3404,0.3334,0.2412,3410,0.4083,S605_0.3262_0.3404_0.3334_0.2412_3410,R2,1371,0.4021
605,0.3262,0.3404,0.3334,0.2412,3410,0.4083,S605_0.3262_0.3404_0.3334_0.2412_3410,R3,1390,0.4076
605,0.3262,0.3404,0.3334,0.2412,3410,0.4083,S605_0.3262_0.3404_0.3334_0.2412_3410,R4,1377,0.4038
605,0.3262,0.3404,0.3334,0.2412,3410,0.4083,S605_0.3262_0.3404_0.3334_0.2412_3410,R5,1382,0.4053
606,0.4593,0.4883,0.0524,0.30010000000000003,5970,0.6058,S606_0.4593_0.4883_0.0524_0.3001_5970,R1,3610,0.6047
606,0.4593,0.4883,0.0524,0.30010000000000003,5970,0.6058,S606_0.4593_0.4883_0.0524_0.3001_5970,R2,3619,0.6062
606,0.4593,0.4883,0.0524,0.30010000000000003,5970,0.6058,S606_0.4593_0.4883_0.0524_0.3001_5970,R3,3624,0.607
606,0.4593,0.4883,0.0524,0.30010000000000003,5970,0.6058,S606_0.4593_0.4883_0.0524_0.3001_5970,R4,3566,0.5973
606,0.4593,0.4883,0.0524,0.30010000000000003,5970,0.6058,S606_0.4593_0.4883_0.0524_0.3001_5970,R5,3567,0.5975
607,0.0387,0.5817,0.3796,0.25,6422,0.1841,S607_0.0387_0.5817_0.3796_0.25_6422,R1,1122,0.1747
607,0.0387,0.5817,0.3796,0.25,6422,0.1841,S607_0.0387_0.5817_0.3796_0.25_6422,R2,1180,0.1837
607,0.0387,0.5817,0.3796,0.25,6422,0.1841,S607_0.0387_0.5817_0.3796_0.25_6422,R3,1189,0.1851
607,0.0387,0.5817,0.3796,0.25,6422,0.1841,S607_0.0387_0.5817_0.3796_0.25_6422,R4,1180,0.1837
607,0.0387,0.5817,0.3796,0.25,6422,0.1841,S607_0.0387_0.5817_0.3796_0.25_6422,R5,1154,0.1797
608,0.4755,0.3311,0.1933,0.7136,6485,0.7118,S608_0.4755_0.3311_0.1933_0.7136_6485,R1,4659,0.7184
608,0.4755,0.3311,0.1933,0.7136,6485,0.7118,S608_0.4755_0.3311_0.1933_0.7136_6485,R2,4620,0.7124
608,0.4755,0.3311,0.1933,0.7136,6485,0.7118,S608_0.4755_0.3311_0.1933_0.7136_6485,R3,4596,0.7087
608,0.4755,0.3311,0.1933,0.7136,6485,0.7118,S608_0.4755_0.3311_0.1933_0.7136_6485,R4,4621,0.7126
608,0.4755,0.3311,0.1933,0.7136,6485,0.7118,S608_0.4755_0.3311_0.1933_0.7136_6485,R5,4589,0.7076
609,0.5383,0.0414,0.4204,0.0106,2247,0.5387,S609_0.5383_0.0414_0.4204_0.0106_2247,R1,1172,0.5216
609,0.5383,0.0414,0.4204,0.0106,2247,0.5387,S609_0.5383_0.0414_0.4204_0.0106_2247,R2,1173,0.522
609,0.5383,0.0414,0.4204,0.0106,2247,0.5387,S609_0.5383_0.0414_0.4204_0.0106_2247,R3,1172,0.5216
609,0.5383,0.0414,0.4204,0.0106,2247,0.5387,S609_0.5383_0.0414_0.4204_0.0106_2247,R4,1172,0.5216
609,0.5383,0.0414,0.4204,0.0106,2247,0.5387,S609_0.5383_0.0414_0.4204_0.0106_2247,R5,1173,0.522
610,0.0313,0.4972,0.4715,0.4263,8295,0.2433,S610_0.0313_0.4972_0.4715_0.4263_8295,R1,2009,0.2422
610,0.0313,0.4972,0.4715,0.4263,8295,0.2433,S610_0.0313_0.4972_0.4715_0.4263_8295,R2,2010,0.2423
610,0.0313,0.4972,0.4715,0.4263,8295,0.2433,S610_0.0313_0.4972_0.4715_0.4263_8295,R3,2024,0.244
610,0.0313,0.4972,0.4715,0.4263,8295,0.2433,S610_0.0313_0.4972_0.4715_0.4263_8295,R4,2002,0.2414
610,0.0313,0.4972,0.4715,0.4263,8295,0.2433,S610_0.0313_0.4972_0.4715_0.4263_8295,R5,1954,0.2356
611,0.1178,0.5684,0.3138,0.44060000000000005,5809,0.3682,S611_0.1178_0.5684_0.3138_0.4406_5809,R1,2157,0.3713
611,0.1178,0.5684,0.3138,0.44060000000000005,5809,0.3682,S611_0.1178_0.5684_0.3138_0.4406_5809,R2,2207,0.3799
611,0.1178,0.5684,0.3138,0.44060000000000005,5809,0.3682,S611_0.1178_0.5684_0.3138_0.4406_5809,R3,2171,0.3737
611,0.1178,0.5684,0.3138,0.44060000000000005,5809,0.3682,S611_0.1178_0.5684_0.3138_0.4406_5809,R4,2137,0.3679
611,0.1178,0.5684,0.3138,0.44060000000000005,5809,0.3682,S611_0.1178_0.5684_0.3138_0.4406_5809,R5,2129,0.3665
612,0.1667,0.3811,0.4522,0.6492,3740,0.4141,S612_0.1667_0.3811_0.4522_0.6492_3740,R1,1543,0.4126
612,0.1667,0.3811,0.4522,0.6492,3740,0.4141,S612_0.1667_0.3811_0.4522_0.6492_3740,R2,1559,0.4168
612,0.1667,0.3811,0.4522,0.6492,3740,0.4141,S612_0.1667_0.3811_0.4522_0.6492_3740,R3,1554,0.4155
612,0.1667,0.3811,0.4522,0.6492,3740,0.4141,S612_0.1667_0.3811_0.4522_0.6492_3740,R4,1558,0.4166
612,0.1667,0.3811,0.4522,0.6492,3740,0.4141,S612_0.1667_0.3811_0.4522_0.6492_3740,R5,1607,0.4297
613,0.3985,0.4415,0.16,0.8286,2788,0.7643,S613_0.3985_0.4415_0.16_0.8286_2788,R1,2191,0.7859
613,0.3985,0.4415,0.16,0.8286,2788,0.7643,S613_0.3985_0.4415_0.16_0.8286_2788,R2,2208,0.792
613,0.3985,0.4415,0.16,0.8286,2788,0.7643,S613_0.3985_0.4415_0.16_0.8286_2788,R3,2192,0.7862
613,0.3985,0.4415,0.16,0.8286,2788,0.7643,S613_0.3985_0.4415_0.16_0.8286_2788,R4,2187,0.7844
613,0.3985,0.4415,0.16,0.8286,2788,0.7643,S613_0.3985_0.4415_0.16_0.8286_2788,R5,2218,0.7956
614,0.3689,0.3602,0.2708,0.5822,6013,0.5786,S614_0.3689_0.3602_0.2708_0.5822_6013,R1,3458,0.5751
614,0.3689,0.3602,0.2708,0.5822,6013,0.5786,S614_0.3689_0.3602_0.2708_0.5822_6013,R2,3493,0.5809
614,0.3689,0.3602,0.2708,0.5822,6013,0.5786,S614_0.3689_0.3602_0.2708_0.5822_6013,R3,3461,0.5756
614,0.3689,0.3602,0.2708,0.5822,6013,0.5786,S614_0.3689_0.3602_0.2708_0.5822_6013,R4,3434,0.5711
614,0.3689,0.3602,0.2708,0.5822,6013,0.5786,S614_0.3689_0.3602_0.2708_0.5822_6013,R5,3519,0.5852
615,0.2085,0.7505,0.041,0.8763000000000001,6862,0.8662,S615_0.2085_0.7505_0.041_0.8763_6862,R1,5950,0.8671
615,0.2085,0.7505,0.041,0.8763000000000001,6862,0.8662,S615_0.2085_0.7505_0.041_0.8763_6862,R2,5936,0.8651
615,0.2085,0.7505,0.041,0.8763000000000001,6862,0.8662,S615_0.2085_0.7505_0.041_0.8763_6862,R3,5906,0.8607
615,0.2085,0.7505,0.041,0.8763000000000001,6862,0.8662,S615_0.2085_0.7505_0.041_0.8763_6862,R4,5903,0.8602
615,0.2085,0.7505,0.041,0.8763000000000001,6862,0.8662,S615_0.2085_0.7505_0.041_0.8763_6862,R5,5921,0.8629
616,0.2953,0.3237,0.3811,0.2841,6661,0.3873,S616_0.2953_0.3237_0.3811_0.2841_6661,R1,2562,0.3846
616,0.2953,0.3237,0.3811,0.2841,6661,0.3873,S616_0.2953_0.3237_0.3811_0.2841_6661,R2,2553,0.3833
616,0.2953,0.3237,0.3811,0.2841,6661,0.3873,S616_0.2953_0.3237_0.3811_0.2841_6661,R3,2615,0.3926
616,0.2953,0.3237,0.3811,0.2841,6661,0.3873,S616_0.2953_0.3237_0.3811_0.2841_6661,R4,2541,0.3815
616,0.2953,0.3237,0.3811,0.2841,6661,0.3873,S616_0.2953_0.3237_0.3811_0.2841_6661,R5,2606,0.3912
617,0.3091,0.3484,0.3425,0.9810000000000001,5365,0.6509,S617_0.3091_0.3484_0.3425_0.981_5365,R1,3543,0.6604
617,0.3091,0.3484,0.3425,0.9810000000000001,5365,0.6509,S617_0.3091_0.3484_0.3425_0.981_5365,R2,3529,0.6578
617,0.3091,0.3484,0.3425,0.9810000000000001,5365,0.6509,S617_0.3091_0.3484_0.3425_0.981_5365,R3,3534,0.6587
617,0.3091,0.3484,0.3425,0.9810000000000001,5365,0.6509,S617_0.3091_0.3484_0.3425_0.981_5365,R4,3537,0.6593
617,0.3091,0.3484,0.3425,0.9810000000000001,5365,0.6509,S617_0.3091_0.3484_0.3425_0.981_5365,R5,3543,0.6604
618,0.2887,0.1059,0.6053,0.7921,2344,0.3726,S618_0.2887_0.1059_0.6053_0.7921_2344,R1,913,0.3895
618,0.2887,0.1059,0.6053,0.7921,2344,0.3726,S618_0.2887_0.1059_0.6053_0.7921_2344,R2,891,0.3801
618,0.2887,0.1059,0.6053,0.7921,2344,0.3726,S618_0.2887_0.1059_0.6053_0.7921_2344,R3,897,0.3827
618,0.2887,0.1059,0.6053,0.7921,2344,0.3726,S618_0.2887_0.1059_0.6053_0.7921_2344,R4,909,0.3878
618,0.2887,0.1059,0.6053,0.7921,2344,0.3726,S618_0.2887_0.1059_0.6053_0.7921_2344,R5,898,0.3831
619,0.319,0.608,0.073,0.6046,9333,0.6866,S619_0.319_0.608_0.073_0.6046_9333,R1,6432,0.6892
619,0.319,0.608,0.073,0.6046,9333,0.6866,S619_0.319_0.608_0.073_0.6046_9333,R2,6511,0.6976
619,0.319,0.608,0.073,0.6046,9333,0.6866,S619_0.319_0.608_0.073_0.6046_9333,R3,6417,0.6876
619,0.319,0.608,0.073,0.6046,9333,0.6866,S619_0.319_0.608_0.073_0.6046_9333,R4,6480,0.6943
619,0.319,0.608,0.073,0.6046,9333,0.6866,S619_0.319_0.608_0.073_0.6046_9333,R5,6469,0.6931
620,0.385,0.3444,0.2706,0.8118000000000001,1801,0.6646,S620_0.385_0.3444_0.2706_0.8118_1801,R1,1204,0.6685
620,0.385,0.3444,0.2706,0.8118000000000001,1801,0.6646,S620_0.385_0.3444_0.2706_0.8118_1801,R2,1219,0.6768
620,0.385,0.3444,0.2706,0.8118000000000001,1801,0.6646,S620_0.385_0.3444_0.2706_0.8118_1801,R3,1218,0.6763
620,0.385,0.3444,0.2706,0.8118000000000001,1801,0.6646,S620_0.385_0.3444_0.2706_0.8118_1801,R4,1241,0.6891
620,0.385,0.3444,0.2706,0.8118000000000001,1801,0.6646,S620_0.385_0.3444_0.2706_0.8118_1801,R5,1212,0.673
621,0.2698,0.3826,0.3477,0.1464,6620,0.3258,S621_0.2698_0.3826_0.3477_0.1464_6620,R1,2167,0.3273
621,0.2698,0.3826,0.3477,0.1464,6620,0.3258,S621_0.2698_0.3826_0.3477_0.1464_6620,R2,2159,0.3261
621,0.2698,0.3826,0.3477,0.1464,6620,0.3258,S621_0.2698_0.3826_0.3477_0.1464_6620,R3,2156,0.3257
621,0.2698,0.3826,0.3477,0.1464,6620,0.3258,S621_0.2698_0.3826_0.3477_0.1464_6620,R4,2172,0.3281
621,0.2698,0.3826,0.3477,0.1464,6620,0.3258,S621_0.2698_0.3826_0.3477_0.1464_6620,R5,2169,0.3276
622,0.2484,0.3627,0.3888,0.2584,7908,0.3421,S622_0.2484_0.3627_0.3888_0.2584_7908,R1,2693,0.3405
622,0.2484,0.3627,0.3888,0.2584,7908,0.3421,S622_0.2484_0.3627_0.3888_0.2584_7908,R2,2697,0.341
622,0.2484,0.3627,0.3888,0.2584,7908,0.3421,S622_0.2484_0.3627_0.3888_0.2584_7908,R3,2715,0.3433
622,0.2484,0.3627,0.3888,0.2584,7908,0.3421,S622_0.2484_0.3627_0.3888_0.2584_7908,R4,2718,0.3437
622,0.2484,0.3627,0.3888,0.2584,7908,0.3421,S622_0.2484_0.3627_0.3888_0.2584_7908,R5,2684,0.3394
623,0.1745,0.4588,0.3668,0.6923,4088,0.4921,S623_0.1745_0.4588_0.3668_0.6923_4088,R1,1996,0.4883
623,0.1745,0.4588,0.3668,0.6923,4088,0.4921,S623_0.1745_0.4588_0.3668_0.6923_4088,R2,1996,0.4883
623,0.1745,0.4588,0.3668,0.6923,4088,0.4921,S623_0.1745_0.4588_0.3668_0.6923_4088,R3,1970,0.4819
623,0.1745,0.4588,0.3668,0.6923,4088,0.4921,S623_0.1745_0.4588_0.3668_0.6923_4088,R4,2004,0.4902
623,0.1745,0.4588,0.3668,0.6923,4088,0.4921,S623_0.1745_0.4588_0.3668_0.6923_4088,R5,1984,0.4853
624,0.5577,0.0176,0.4247,0.30910000000000004,8272,0.5631,S624_0.5577_0.0176_0.4247_0.3091_8272,R1,4744,0.5735
624,0.5577,0.0176,0.4247,0.30910000000000004,8272,0.5631,S624_0.5577_0.0176_0.4247_0.3091_8272,R2,4750,0.5742
624,0.5577,0.0176,0.4247,0.30910000000000004,8272,0.5631,S624_0.5577_0.0176_0.4247_0.3091_8272,R3,4761,0.5756
624,0.5577,0.0176,0.4247,0.30910000000000004,8272,0.5631,S624_0.5577_0.0176_0.4247_0.3091_8272,R4,4754,0.5747
624,0.5577,0.0176,0.4247,0.30910000000000004,8272,0.5631,S624_0.5577_0.0176_0.4247_0.3091_8272,R5,4748,0.574
625,0.3302,0.2723,0.3975,0.8643000000000001,1368,0.5655,S625_0.3302_0.2723_0.3975_0.8643_1368,R1,777,0.568
625,0.3302,0.2723,0.3975,0.8643000000000001,1368,0.5655,S625_0.3302_0.2723_0.3975_0.8643_1368,R2,786,0.5746
625,0.3302,0.2723,0.3975,0.8643000000000001,1368,0.5655,S625_0.3302_0.2723_0.3975_0.8643_1368,R3,780,0.5702
625,0.3302,0.2723,0.3975,0.8643000000000001,1368,0.5655,S625_0.3302_0.2723_0.3975_0.8643_1368,R4,773,0.5651
625,0.3302,0.2723,0.3975,0.8643000000000001,1368,0.5655,S625_0.3302_0.2723_0.3975_0.8643_1368,R5,786,0.5746
626,0.4504,0.2912,0.2584,0.6811,6656,0.6487,S626_0.4504_0.2912_0.2584_0.6811_6656,R1,4320,0.649
626,0.4504,0.2912,0.2584,0.6811,6656,0.6487,S626_0.4504_0.2912_0.2584_0.6811_6656,R2,4280,0.643
626,0.4504,0.2912,0.2584,0.6811,6656,0.6487,S626_0.4504_0.2912_0.2584_0.6811_6656,R3,4322,0.6493
626,0.4504,0.2912,0.2584,0.6811,6656,0.6487,S626_0.4504_0.2912_0.2584_0.6811_6656,R4,4321,0.6492
626,0.4504,0.2912,0.2584,0.6811,6656,0.6487,S626_0.4504_0.2912_0.2584_0.6811_6656,R5,4327,0.6501
627,0.0838,0.5883,0.3279,0.9704,3928,0.6547,S627_0.0838_0.5883_0.3279_0.9704_3928,R1,2567,0.6535
627,0.0838,0.5883,0.3279,0.9704,3928,0.6547,S627_0.0838_0.5883_0.3279_0.9704_3928,R2,2573,0.655
627,0.0838,0.5883,0.3279,0.9704,3928,0.6547,S627_0.0838_0.5883_0.3279_0.9704_3928,R3,2573,0.655
627,0.0838,0.5883,0.3279,0.9704,3928,0.6547,S627_0.0838_0.5883_0.3279_0.9704_3928,R4,2578,0.6563
627,0.0838,0.5883,0.3279,0.9704,3928,0.6547,S627_0.0838_0.5883_0.3279_0.9704_3928,R5,2589,0.6591
628,0.7831,0.1291,0.0877,0.12390000000000001,8358,0.7991,S628_0.7831_0.1291_0.0877_0.1239_8358,R1,6706,0.8023
628,0.7831,0.1291,0.0877,0.12390000000000001,8358,0.7991,S628_0.7831_0.1291_0.0877_0.1239_8358,R2,6701,0.8017
628,0.7831,0.1291,0.0877,0.12390000000000001,8358,0.7991,S628_0.7831_0.1291_0.0877_0.1239_8358,R3,6679,0.7991
628,0.7831,0.1291,0.0877,0.12390000000000001,8358,0.7991,S628_0.7831_0.1291_0.0877_0.1239_8358,R4,6690,0.8004
628,0.7831,0.1291,0.0877,0.12390000000000001,8358,0.7991,S628_0.7831_0.1291_0.0877_0.1239_8358,R5,6706,0.8023
629,0.4195,0.3449,0.2356,0.7914,3510,0.6925,S629_0.4195_0.3449_0.2356_0.7914_3510,R1,2393,0.6818
629,0.4195,0.3449,0.2356,0.7914,3510,0.6925,S629_0.4195_0.3449_0.2356_0.7914_3510,R2,2427,0.6915
629,0.4195,0.3449,0.2356,0.7914,3510,0.6925,S629_0.4195_0.3449_0.2356_0.7914_3510,R3,2427,0.6915
629,0.4195,0.3449,0.2356,0.7914,3510,0.6925,S629_0.4195_0.3449_0.2356_0.7914_3510,R4,2436,0.694
629,0.4195,0.3449,0.2356,0.7914,3510,0.6925,S629_0.4195_0.3449_0.2356_0.7914_3510,R5,2384,0.6792
630,0.2246,0.0876,0.6878,0.5593,8459,0.2736,S630_0.2246_0.0876_0.6878_0.5593_8459,R1,2305,0.2725
630,0.2246,0.0876,0.6878,0.5593,8459,0.2736,S630_0.2246_0.0876_0.6878_0.5593_8459,R2,2292,0.271
630,0.2246,0.0876,0.6878,0.5593,8459,0.2736,S630_0.2246_0.0876_0.6878_0.5593_8459,R3,2278,0.2693
630,0.2246,0.0876,0.6878,0.5593,8459,0.2736,S630_0.2246_0.0876_0.6878_0.5593_8459,R4,2312,0.2733
630,0.2246,0.0876,0.6878,0.5593,8459,0.2736,S630_0.2246_0.0876_0.6878_0.5593_8459,R5,2307,0.2727
631,0.4644,0.5261,0.0095,0.922,8871,0.9495,S631_0.4644_0.5261_0.0095_0.922_8871,R1,8461,0.9538
631,0.4644,0.5261,0.0095,0.922,8871,0.9495,S631_0.4644_0.5261_0.0095_0.922_8871,R2,8395,0.9463
631,0.4644,0.5261,0.0095,0.922,8871,0.9495,S631_0.4644_0.5261_0.0095_0.922_8871,R3,8408,0.9478
631,0.4644,0.5261,0.0095,0.922,8871,0.9495,S631_0.4644_0.5261_0.0095_0.922_8871,R4,8440,0.9514
631,0.4644,0.5261,0.0095,0.922,8871,0.9495,S631_0.4644_0.5261_0.0095_0.922_8871,R5,8425,0.9497
632,0.2568,0.4075,0.3357,0.2831,9011,0.3722,S632_0.2568_0.4075_0.3357_0.2831_9011,R1,3297,0.3659
632,0.2568,0.4075,0.3357,0.2831,9011,0.3722,S632_0.2568_0.4075_0.3357_0.2831_9011,R2,3314,0.3678
632,0.2568,0.4075,0.3357,0.2831,9011,0.3722,S632_0.2568_0.4075_0.3357_0.2831_9011,R3,3292,0.3653
632,0.2568,0.4075,0.3357,0.2831,9011,0.3722,S632_0.2568_0.4075_0.3357_0.2831_9011,R4,3251,0.3608
632,0.2568,0.4075,0.3357,0.2831,9011,0.3722,S632_0.2568_0.4075_0.3357_0.2831_9011,R5,3334,0.37
633,0.6157,0.1242,0.2601,0.6697000000000001,7087,0.6989,S633_0.6157_0.1242_0.2601_0.6697_7087,R1,4930,0.6956
633,0.6157,0.1242,0.2601,0.6697000000000001,7087,0.6989,S633_0.6157_0.1242_0.2601_0.6697_7087,R2,4960,0.6999
633,0.6157,0.1242,0.2601,0.6697000000000001,7087,0.6989,S633_0.6157_0.1242_0.2601_0.6697_7087,R3,4954,0.699
633,0.6157,0.1242,0.2601,0.6697000000000001,7087,0.6989,S633_0.6157_0.1242_0.2601_0.6697_7087,R4,4948,0.6982
633,0.6157,0.1242,0.2601,0.6697000000000001,7087,0.6989,S633_0.6157_0.1242_0.2601_0.6697_7087,R5,4940,0.6971
634,0.0157,0.5099,0.4744,0.1895,5810,0.1123,S634_0.0157_0.5099_0.4744_0.1895_5810,R1,634,0.1091
634,0.0157,0.5099,0.4744,0.1895,5810,0.1123,S634_0.0157_0.5099_0.4744_0.1895_5810,R2,660,0.1136
634,0.0157,0.5099,0.4744,0.1895,5810,0.1123,S634_0.0157_0.5099_0.4744_0.1895_5810,R3,677,0.1165
634,0.0157,0.5099,0.4744,0.1895,5810,0.1123,S634_0.0157_0.5099_0.4744_0.1895_5810,R4,607,0.1045
634,0.0157,0.5099,0.4744,0.1895,5810,0.1123,S634_0.0157_0.5099_0.4744_0.1895_5810,R5,577,0.0993
635,0.5665,0.3621,0.0714,0.10070000000000001,3505,0.603,S635_0.5665_0.3621_0.0714_0.1007_3505,R1,2101,0.5994
635,0.5665,0.3621,0.0714,0.10070000000000001,3505,0.603,S635_0.5665_0.3621_0.0714_0.1007_3505,R2,2118,0.6043
635,0.5665,0.3621,0.0714,0.10070000000000001,3505,0.603,S635_0.5665_0.3621_0.0714_0.1007_3505,R3,2109,0.6017
635,0.5665,0.3621,0.0714,0.10070000000000001,3505,0.603,S635_0.5665_0.3621_0.0714_0.1007_3505,R4,2107,0.6011
635,0.5665,0.3621,0.0714,0.10070000000000001,3505,0.603,S635_0.5665_0.3621_0.0714_0.1007_3505,R5,2118,0.6043
636,0.5762,0.0776,0.3462,0.217,8093,0.593,S636_0.5762_0.0776_0.3462_0.217_8093,R1,4733,0.5848
636,0.5762,0.0776,0.3462,0.217,8093,0.593,S636_0.5762_0.0776_0.3462_0.217_8093,R2,4749,0.5868
636,0.5762,0.0776,0.3462,0.217,8093,0.593,S636_0.5762_0.0776_0.3462_0.217_8093,R3,4751,0.5871
636,0.5762,0.0776,0.3462,0.217,8093,0.593,S636_0.5762_0.0776_0.3462_0.217_8093,R4,4747,0.5866
636,0.5762,0.0776,0.3462,0.217,8093,0.593,S636_0.5762_0.0776_0.3462_0.217_8093,R5,4748,0.5867
